id,ticker_symbol,company_name,cik_number
540,appf,APPFOLIO INC ,1433195
541,appn,APPIAN CORP ,1441683
542,apps,"Digital Turbine, Inc. ",317788
543,aprcp,ALABAMA POWER CO ,3153
544,aprdm,ALABAMA POWER CO ,3153
545,aprdn,ALABAMA POWER CO ,3153
546,aprdo,ALABAMA POWER CO ,3153
547,aprdp,ALABAMA POWER CO ,3153
548,apre,"Aprea Therapeutics, Inc. ",1781983
549,aprn,"Blue Apron Holdings, Inc. ",1701114
550,apt,ALPHA PRO TECH LTD ,884269
551,apto,Aptose Biosciences Inc. ,882361
552,apts,PREFERRED APARTMENT COMMUNITIES INC ,1481832
553,aptv,Aptiv PLC ,1521332
554,aptv-pa,Aptiv PLC ,1521332
555,aptx,Aptinyx Inc. ,1674365
556,apty,APT Systems Inc ,1543739
557,apvo,Aptevo Therapeutics Inc. ,1671584
558,apwc,ASIA PACIFIC WIRE & CABLE CORP LTD ,1026980
559,apxt,Apex Technology Acquisition Corp ,1777921
560,apxtu,Apex Technology Acquisition Corp ,1777921
561,apxtw,Apex Technology Acquisition Corp ,1777921
562,apxx,APEX RESOURCES INC/NV ,1653710
563,apy,ChampionX Corp ,1723089
564,apyp,"APPYEA, INC ",1568969
565,apyx,Apyx Medical Corp ,719135
566,aqb,"AquaBounty Technologies, Inc. ",1603978
567,aqms,"Aqua Metals, Inc. ",1621832
568,aqn,ALGONQUIN POWER & UTILITIES CORP. ,1174169
569,aqna,ALGONQUIN POWER & UTILITIES CORP. ,1174169
570,aqnb,ALGONQUIN POWER & UTILITIES CORP. ,1174169
571,aqsp,ACQUIRED SALES CORP ,1391135
572,aqst,"Aquestive Therapeutics, Inc. ",1398733
573,aqua,Evoqua Water Technologies Corp. ,1604643
574,ar,ANTERO RESOURCES Corp ,1433270
575,ara,"American Renal Associates Holdings, Inc. ",1498068
576,arao,"AuraSource, Inc. ",1083922
577,arat,Arax Holdings Corp ,1566243
578,arav,"Aravive, Inc. ",1513818
579,aray,ACCURAY INC ,1138723
580,arc,"ARC DOCUMENT SOLUTIONS, INC. ",1305168
581,arcb,ARCBEST CORP /DE/ ,894405
582,arcc,ARES CAPITAL CORP ,1287750
583,arce,Arco Platform Ltd. ,1740594
584,arch,"ARCH RESOURCES, INC. ",1037676
585,arco,Arcos Dorados Holdings Inc. ,1508478
586,arct,Arcturus Therapeutics Holdings Inc. ,1768224
587,arcw,"ARC Group Worldwide, Inc. ",826326
588,ard,Ardagh Group S.A. ,1689662
589,ardmq,ARADIGM CORP ,1013238
590,ards,"Aridis Pharmaceuticals, Inc. ",1614067
591,ardx,"ARDELYX, INC. ",1437402
592,are,"ALEXANDRIA REAL ESTATE EQUITIES, INC. ",1035443
593,areb,AMERICAN REBEL HOLDINGS INC ,1648087
594,arec,American Resources Corp ,1590715
595,ares,Ares Management Corp ,1176948
596,ares-pa,Ares Management Corp ,1176948
597,aret,ARETE INDUSTRIES INC ,820901
598,arexq,Approach Resources Inc ,1405073
599,argc,ARION GROUP CORP. ,1698702
600,argd,"Argo Group International Holdings, Ltd. ",1091748
601,argo,"Argo Group International Holdings, Ltd. ",1091748
602,argo-pa,"Argo Group International Holdings, Ltd. ",1091748
603,argq,"ARGENTUM 47, INC. ",1533106
604,args,ARGOS THERAPEUTICS INC ,1105533
605,argx,ARGENX SE ,1697862
606,ari,"Apollo Commercial Real Estate Finance, Inc. ",1467760
607,arkr,ARK RESTAURANTS CORP ,779544
608,arl,AMERICAN REALTY INVESTORS INC ,1102238
609,arlo,"Arlo Technologies, Inc. ",1736946
610,arlp,ALLIANCE RESOURCE PARTNERS LP ,1086600
611,armk,Aramark ,1584509
612,armp,"Armata Pharmaceuticals, Inc. ",921114
613,armt,"Ameri Metro, Inc. (formerly Yellowwood) ",1534155
614,arna,ARENA PHARMACEUTICALS INC ,1080709
615,arnc,Arconic Corp ,1790982
616,aroc,"Archrock, Inc. ",1389050
617,arow,ARROW FINANCIAL CORP ,717538
618,arp,"Titan Energy, LLC ",1532750
619,arpo,"Aerpio Pharmaceuticals, Inc. ",1422142
620,arql,ARQULE INC ,1019695
621,arqt,"Arcutis Biotherapeutics, Inc. ",1787306
622,arr,"Armour Residential REIT, Inc. ",1428205
623,arr-pc,"Armour Residential REIT, Inc. ",1428205
624,arrt,"Artisan Consumer Goods, Inc. ",1530425
625,arst,Arista Financial Corp. ,1498122
626,arth,"Arch Therapeutics, Inc. ",1537561
627,artl,"ARTELO BIOSCIENCES, INC. ",1621221
628,artlw,"ARTELO BIOSCIENCES, INC. ",1621221
629,artna,ARTESIAN RESOURCES CORP ,863110
630,artw,ARTS WAY MANUFACTURING CO INC ,7623
631,artx,AROTECH CORP ,916529
632,arvn,"ARVINAS, INC. ",1655759
633,arw,ARROW ELECTRONICS INC ,7536
634,arwr,"ARROWHEAD PHARMACEUTICALS, INC. ",879407
635,arya,ARYA SCIENCES ACQUISITION CORP. ,1746037
636,aryau,ARYA SCIENCES ACQUISITION CORP. ,1746037
637,aryaw,ARYA SCIENCES ACQUISITION CORP. ,1746037
638,arybu,ARYA Sciences Acquisition Corp II ,1805387
639,asb,ASSOCIATED BANC-CORP ,7789
640,asbb,ASB Bancorp Inc ,1520300
641,asb-pc,ASSOCIATED BANC-CORP ,7789
642,asb-pd,ASSOCIATED BANC-CORP ,7789
643,asb-pe,ASSOCIATED BANC-CORP ,7789
644,asb-pf,ASSOCIATED BANC-CORP ,7789
645,asc,Ardmore Shipping Corp ,1577437
646,asck,AUSCRETE Corp ,1492091
647,asdn,Astro Aerospace Ltd. ,1425203
648,asfi,ASTA FUNDING INC ,1001258
649,asft,"Appsoft Technologies, Inc. ",1651992
650,asgn,ASGN Inc ,890564
651,ash,ASHLAND GLOBAL HOLDINGS INC ,1674862
652,asix,AdvanSix Inc. ,1673985
653,askdf,First Energy Metals Ltd ,1066130
654,askh,ASTIKA HOLDINGS INC. ,1511161
655,asln,ASLAN Pharmaceuticals Ltd ,1722926
656,asm,AVINO SILVER & GOLD MINES LTD ,316888
657,asmb,"ASSEMBLY BIOSCIENCES, INC. ",1426800
658,asml,ASML HOLDING NV ,937966
659,asna,"Ascena Retail Group, Inc. ",1498301
660,asnb,EKIMAS Corp ,1011060
661,asnd,Ascendis Pharma A/S ,1612042
662,asnt,Arias Intel Corp. ,1585755
663,aspn,ASPEN AEROGELS INC ,1145986
664,asps,Altisource Portfolio Solutions S.A. ,1462418
665,aspu,"ASPEN GROUP, INC. ",1487198
666,asr,SOUTHEAST AIRPORT GROUP ,1123452
667,asrt,"Assertio Holdings, Inc. ",1808665
668,asrv,AMERISERV FINANCIAL INC /PA/ ,707605
669,astc,ASTROTECH Corp ,1001907
670,aste,ASTEC INDUSTRIES INC ,792987
671,asti,"Ascent Solar Technologies, Inc. ",1350102
672,asur,ASURE SOFTWARE INC ,884144
673,asx,"ASE Technology Holding Co., Ltd. ",1122411
674,asys,AMTECH SYSTEMS INC ,720500
675,at,ATLANTIC POWER CORP ,1419242
676,atao,ALTAIR INTERNATIONAL CORP. ,1570937
677,atax,"AMERICA FIRST MULTIFAMILY INVESTORS, L.P. ",1059142
678,atc,Atotech Ltd ,1762459
679,atco,Atlas Corp. ,1794846
680,atco-pd,Atlas Corp. ,1794846
681,atco-pe,Atlas Corp. ,1794846
682,atco-pg,Atlas Corp. ,1794846
683,atco-ph,Atlas Corp. ,1794846
684,atco-pi,Atlas Corp. ,1794846
685,atcx,"ATLAS TECHNICAL CONSULTANTS, INC. ",1751143
686,atcxw,"ATLAS TECHNICAL CONSULTANTS, INC. ",1751143
687,atds,"Data443 Risk Mitigation, Inc. ",1068689
688,atec,"Alphatec Holdings, Inc. ",1350653
689,aten,"A10 Networks, Inc. ",1580808
690,atex,Anterix Inc. ,1304492
691,atge,Adtalem Global Education Inc. ,730464
692,ath,Athene Holding Ltd ,1527469
693,athe,ALTERITY THERAPEUTICS LTD ,1131343
694,athm,Autohome Inc. ,1527636
695,athn,ATHENAHEALTH INC ,1131096
696,ath-pa,Athene Holding Ltd ,1527469
697,ath-pb,Athene Holding Ltd ,1527469
698,ath-pc,Athene Holding Ltd ,1527469
699,athx,"ATHERSYS, INC / NEW ",1368148
700,ati,ALLEGHENY TECHNOLOGIES INC ,1018963
701,atif,ATIF Holdings Ltd ,1755058
702,atin,ATI Nationwide Holding Corp. ,1591387
703,atis,Attis Industries Inc. ,949721
704,atkr,Atkore International Group Inc. ,1666138
705,atlc,Atlanticus Holdings Corp ,1464343
706,atlo,AMES NATIONAL CORP ,1132651
707,atls,"Atlas Energy Group, LLC ",1623595
708,atlt,"Atlas Technology International, Inc. ",1624982
709,atmo,"AMERICATOWNE HOLDINGS, INC. ",1679426
710,atmp,BARCLAYS BANK PLC ,312070
711,atms,"Artemis Therapeutics, Inc. ",1062128
712,atni,"ATN International, Inc. ",879585
713,atnm,"Actinium Pharmaceuticals, Inc. ",1388320
714,atnx,"Athenex, Inc. ",1300699
715,ato,ATMOS ENERGY CORP ,731802
716,atom,Atomera Inc ,1420520
717,atos,"ATOSSA THERAPEUTICS, INC. ",1488039
718,atpt,"All State Properties Holdings, Inc. ",745543
719,atr,APTARGROUP INC ,896622
720,atra,"Atara Biotherapeutics, Inc. ",1604464
721,atrc,"AtriCure, Inc. ",1323885
722,atri,ATRION CORP ,701288
723,atro,ASTRONICS CORP ,8063
724,atrs,"ANTARES PHARMA, INC. ",1016169
725,atrx,"Adhera Therapeutics, Inc. ",737207
726,atsg,"Air Transport Services Group, Inc. ",894081
727,atto,Atento S.A. ,1606457
728,attp,Agape ATP Corp ,1713210
729,atus,"Altice USA, Inc. ",1702780
730,atv,"Acorn International, Inc. ",1365742
731,atvi,"Activision Blizzard, Inc. ",718877
732,atvk,AMERITEK VENTURES ,1530185
733,atw,ATWOOD OCEANICS INC ,8411
734,atxg,ADDENTAX GROUP CORP. ,1650101
735,atxi,"AVENUE THERAPEUTICS, INC. ",1644963
736,au,ANGLOGOLD ASHANTI LTD ,1067428
737,aub,Atlantic Union Bankshares Corp ,883948
738,aubap,Atlantic Union Bankshares Corp ,883948
739,aubn,"AUBURN NATIONAL BANCORPORATION, INC ",750574
740,audc,AUDIOCODES LTD ,1086434
741,audd,"Clip Interactive, LLC ",1554818
742,aug,AURYN RESOURCES INC. ,1514597
743,aumn,Golden Minerals Co ,1011509
744,auoty,AU OPTRONICS CORP ,1172494
745,auph,Aurinia Pharmaceuticals Inc. ,1600620
746,aurm,"Aurum, Inc. ",1450708
747,aurx,"Nuo Therapeutics, Inc. ",1091596
748,ausi,AURA SYSTEMS INC ,826253
749,autl,Autolus Therapeutics plc ,1730463
750,auto,"AutoWeb, Inc. ",1023364
751,auvi,"Applied UV, Inc. ",1811109
752,auy,YAMANA GOLD INC. ,1264089
753,ava,AVISTA CORP ,104918
754,aval,Grupo Aval Acciones Y Valores S.A. ,1504764
755,avav,AeroVironment Inc ,1368622
756,avb,AVALONBAY COMMUNITIES INC ,915912
757,avco,Avalon GloboCare Corp. ,1630212
758,avcrf,Avricore Health Inc. ,1355736
759,avct,"American Virtual Cloud Technologies, Inc. ",1704760
760,avctw,"American Virtual Cloud Technologies, Inc. ",1704760
761,avd,AMERICAN VANGUARD CORP ,5981
762,avdl,AVADEL PHARMACEUTICALS PLC ,1012477
763,avdr,AVEDRO INC ,1343304
764,aveo,"AVEO PHARMACEUTICALS, INC. ",1325879
765,avgo,Broadcom Inc. ,1730168
766,avgop,Broadcom Inc. ,1730168
767,avgr,Avinger Inc ,1506928
768,avh,Avianca Holdings S.A. ,1575969
769,avhhl,"Avita Therapeutics, Inc. ",1762303
770,avhi,"AV Homes, Inc. ",39677
771,avhoq,Avianca Holdings S.A. ,1575969
772,avid,"AVID TECHNOLOGY, INC. ",896841
773,avlnf,Avalon Advanced Materials Inc. ,1362898
774,avlr,"AVALARA, INC. ",1348036
775,avmr,"AVRA Medical Robotics, Inc. ",1676163
776,avni,ARVANA INC ,1113313
777,avns,"Avanos Medical, Inc. ",1606498
778,avnt,AVIENT CORP ,1122976
779,avnw,"AVIAT NETWORKS, INC. ",1377789
780,avoi,"Advanced Voice Recognition Systems, Inc ",1342936
781,avp,AVON PRODUCTS INC ,8868
782,avpmf,AVRUPA MINERALS LTD. ,1445467
783,avrn,AVRA INC. ,1552164
784,avro,"AVROBIO, Inc. ",1681087
785,avt,AVNET INC ,8858
786,avtr,"Avantor, Inc. ",1722482
787,avtr-pa,"Avantor, Inc. ",1722482
788,avx,AVX Corp ,859163
789,avxl,ANAVEX LIFE SCIENCES CORP. ,1314052
790,avy,Avery Dennison Corp ,8818
791,avya,Avaya Holdings Corp. ,1418100
792,awgi,Ambient Water Corp ,1394872
793,awh,Aspira Women's Health Inc. ,926617
794,awi,ARMSTRONG WORLD INDUSTRIES INC ,7431
795,awk,"American Water Works Company, Inc. ",1410636
796,awr,AMERICAN STATES WATER CO ,1056903
797,awre,AWARE INC /MA/ ,1015739
798,awsm,"Cool Holdings, Inc. ",1274032
799,awx,AVALON HOLDINGS CORP ,1061069
800,ax,"Axos Financial, Inc. ",1299709
801,axas,ABRAXAS PETROLEUM CORP ,867665
802,axdx,"Accelerate Diagnostics, Inc ",727207
803,axe,ANIXTER INTERNATIONAL INC ,52795
804,axgn,"Axogen, Inc. ",805928
805,axgt,Axovant Gene Therapies Ltd. ,1636050
806,axim,"AXIM BIOTECHNOLOGIES, INC. ",1514946
807,axin,"AiXin Life International, Inc. ",835662
808,axl,AMERICAN AXLE & MANUFACTURING HOLDINGS INC ,1062231
809,axla,Axcella Health Inc. ,1633070
810,axnx,"Axonics Modulation Technologies, Inc. ",1603756
811,axo,"Axos Financial, Inc. ",1299709
812,axp,AMERICAN EXPRESS CO ,4962
813,axpw,"Axion Power International, Inc. ",1028153
814,axr,AMREP CORP. ,6207
815,axref,AMARC RESOURCES LTD ,1175596
816,axs,AXIS CAPITAL HOLDINGS LTD ,1214816
817,axsm,"Axsome Therapeutics, Inc. ",1579428
818,axs-pe,AXIS CAPITAL HOLDINGS LTD ,1214816
819,axta,Axalta Coating Systems Ltd. ,1616862
820,axti,AXT INC ,1051627
821,axu,ALEXCO RESOURCE CORP ,1364128
822,ay,Atlantica Sustainable Infrastructure plc ,1601072
823,ayi,ACUITY BRANDS INC ,1144215
824,ayla,"Ayala Pharmaceuticals, Inc. ",1797336
825,ayr,Aircastle LTD ,1362988
826,ayro,"AYRO, Inc. ",1086745
827,aytu,"AYTU BIOSCIENCE, INC ",1385818
828,aytuw,"AYTU BIOSCIENCE, INC ",1385818
829,aytuz,"AYTU BIOSCIENCE, INC ",1385818
830,ayx,"Alteryx, Inc. ",1689923
831,azek,AZEK Co Inc. ,1782754
832,azn,ASTRAZENECA PLC ,901832
833,azo,AUTOZONE INC ,866787
834,azpn,ASPEN TECHNOLOGY INC /DE/ ,929940
835,azre,Azure Power Global Ltd ,1633438
836,azrx,"AzurRx BioPharma, Inc. ",1604191
837,azul,AZUL SA ,1432364
838,azz,AZZ INC ,8947
839,b,BARNES GROUP INC ,9984
840,ba,BOEING CO ,12927
841,baa,BANRO CORP ,1286597
842,baba,Alibaba Group Holding Ltd ,1577552
843,babb,"BAB, INC. ",1123596
844,bac,BANK OF AMERICA CORP /DE/ ,70858
845,bac-pa,BANK OF AMERICA CORP /DE/ ,70858
846,bac-pb,BANK OF AMERICA CORP /DE/ ,70858
847,bac-pc,BANK OF AMERICA CORP /DE/ ,70858
848,bac-pe,BANK OF AMERICA CORP /DE/ ,70858
849,bac-pk,BANK OF AMERICA CORP /DE/ ,70858
850,bac-pl,BANK OF AMERICA CORP /DE/ ,70858
851,bac-pm,BANK OF AMERICA CORP /DE/ ,70858
852,bac-pn,BANK OF AMERICA CORP /DE/ ,70858
853,bah,Booz Allen Hamilton Holding Corp ,1443646
854,bak,BRASKEM SA ,1071438
855,bal,BARCLAYS BANK PLC ,312070
856,bam,BROOKFIELD ASSET MANAGEMENT INC. ,1001085
857,banc,"BANC OF CALIFORNIA, INC. ",1169770
858,band,Bandwidth Inc. ,1514416
859,banf,BANCFIRST CORP /OK/ ,760498
860,banj,"Banjo & Matilda, Inc. ",1481504
861,banm,Banner Energy Services Corp. ,1589361
862,banr,BANNER CORP ,946673
863,bant,"Bantec, Inc. ",1704795
864,bap,CREDICORP LTD ,1001290
865,bar,GraniteShares Gold Trust ,1690437
866,basa,"BASANITE, INC. ",1448705
867,basi,BIOANALYTICAL SYSTEMS INC ,720154
868,basx,"BASIC ENERGY SERVICES, INC. ",1109189
869,batl,BATTALION OIL CORP ,1282648
870,batra,Liberty Media Corp ,1560385
871,batrk,Liberty Media Corp ,1560385
872,bax,BAXTER INTERNATIONAL INC ,10456
873,bayk,BAY BANKS OF VIRGINIA INC ,1034594
874,bb,BLACKBERRY Ltd ,1070235
875,bbar,Banco BBVA Argentina S.A. ,913059
876,bbby,BED BATH & BEYOND INC ,886158
877,bbcp,"Concrete Pumping Holdings, Inc. ",1703956
878,bbcpw,"Concrete Pumping Holdings, Inc. ",1703956
879,bbd,BANK BRADESCO ,1160330
880,bbdc,"Barings BDC, Inc. ",1379785
881,bbdo,BANK BRADESCO ,1160330
882,bbg,BILL BARRETT CORP ,1172139
883,bbgi,BEASLEY BROADCAST GROUP INC ,1099160
884,bbi,"Brickell Biotech, Inc. ",819050
885,bbio,"BridgeBio Pharma, Inc. ",1743881
886,bbl,BHP Group Plc ,1171264
887,bblg,Bone Biologics Corp ,1419554
888,bbls,Petrolia Energy Corp ,1368637
889,bbox,BLACK BOX CORP ,849547
890,bbq,"BBQ HOLDINGS, INC. ",1021270
891,bbsi,BARRETT BUSINESS SERVICES INC ,902791
892,bbu,Brookfield Business Partners L.P. ,1654795
893,bbva,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A. ",842180
894,bbw,BUILD A BEAR WORKSHOP INC ,1113809
895,bbx,BBX Capital Corp ,315858
896,bbxtb,BBX Capital Corp ,315858
897,bbxtd,BBX Capital Corp ,315858
898,bby,BEST BUY CO INC ,764478
899,bc,BRUNSWICK CORP ,14930
900,bcbp,BCB BANCORP INC ,1228454
901,bcc,BOISE CASCADE Co ,1328581
902,bcda,"BioCardia, Inc. ",925741
903,bcdaw,"BioCardia, Inc. ",925741
904,bce,BCE INC ,718940
905,bcei,"Bonanza Creek Energy, Inc. ",1509589
906,bcel,"Atreca, Inc. ",1532346
907,bch,BANK OF CHILE ,1161125
908,bcii,"Blockchain Industries, Inc. ",1084370
909,bcli,BRAINSTORM CELL THERAPEUTICS INC. ,1137883
910,bcm,BARCLAYS BANK PLC ,312070
911,bcml,BayCom Corp ,1730984
912,bco,BRINKS CO ,78890
913,bcom,B COMMUNICATIONS LTD ,1402606
914,bcor,"BLUCORA, INC. ",1068875
915,bcov,BRIGHTCOVE INC ,1313275
916,bcow,"1895 Bancorp of Wisconsin, Inc. ",1751692
917,bc-pa,BRUNSWICK CORP ,14930
918,bc-pb,BRUNSWICK CORP ,14930
919,bcpc,BALCHEM CORP ,9326
920,bc-pc,BRUNSWICK CORP ,14930
921,bcr,BARD C R INC /NJ/ ,9892
922,bcrh,Blue Capital Reinsurance Holdings Ltd. ,1582086
923,bcrx,BIOCRYST PHARMACEUTICALS INC ,882796
924,bcs,BARCLAYS PLC ,312069
925,bcsf,"Bain Capital Specialty Finance, Inc. ",1655050
926,bctf,"Bancorp 34, Inc. ",1668340
927,bctxf,BriaCell Therapeutics Corp. ,1610820
928,bcyc,BICYCLE THERAPEUTICS plc ,1761612
929,bdc,BELDEN INC. ,913142
930,bdcl,UBS AG ,1114446
931,bdco,BLUE DOLPHIN ENERGY CO ,793306
932,bdcs,UBS AG ,1114446
933,bdcx,UBS AG ,1114446
934,bdcy,UBS AG ,1114446
935,bdcz,UBS AG ,1114446
936,bdge,"BRIDGE BANCORP, INC. ",846617
937,bdic,Blow & Drive Interlock Corp ,1586495
938,bdl,FLANIGANS ENTERPRISES INC ,12040
939,bdn,BRANDYWINE REALTY TRUST ,790816
940,bdpt,"BIOADAPTIVES, INC. ",1575142
941,bdr,BLONDER TONGUE LABORATORIES INC ,1000683
942,bdry,ETF Managers Group Commodity Trust I ,1610940
943,bdsi,BIODELIVERY SCIENCES INTERNATIONAL INC ,1103021
944,bdtx,"Black Diamond Therapeutics, Inc. ",1701541
945,bdx,BECTON DICKINSON & CO ,10795
946,bdxa,BECTON DICKINSON & CO ,10795
947,bdxb,BECTON DICKINSON & CO ,10795
948,be,Bloom Energy Corp ,1664703
949,beag,BLUE EAGLE LITHIUM INC. ,1557668
950,beam,Beam Therapeutics Inc. ,1745999
951,beat,"BIOTELEMETRY, INC. ",1574774
952,bebe,"bebe stores, inc. ",1059272
953,becn,BEACON ROOFING SUPPLY INC ,1124941
954,bedu,Bright Scholar Education Holdings Ltd ,1696355
955,beer,Bricktown Brewery Restaurants LLC ,1758951
956,begi,"BLACKSTAR ENTERPRISE GROUP, INC. ",1483646
957,beke,KE Holdings Inc. ,1809587
958,belfa,BEL FUSE INC /NJ ,729580
959,belfb,BEL FUSE INC /NJ ,729580
960,ben,FRANKLIN RESOURCES INC ,38777
961,benh,Bio-En Holdings Corp. ,1568139
962,bep,Brookfield Renewable Partners L.P. ,1533232
963,bepc,Brookfield Renewable Corp ,1791863
964,bep-pa,Brookfield Renewable Partners L.P. ,1533232
965,bery,"BERRY GLOBAL GROUP, INC. ",1378992
966,best,BEST Inc. ,1709505
967,betrd,BetterLife Pharma Inc. ,1464165
968,betrf,BetterLife Pharma Inc. ,1464165
969,bfa,BROWN FORMAN CORP ,14693
970,bfam,BRIGHT HORIZONS FAMILY SOLUTIONS INC. ,1437578
971,bfb,BROWN FORMAN CORP ,14693
972,bfc,Bank First Corp ,1746109
973,bffi,"Ben Franklin Financial, Inc. ",1618798
974,bfgc,Bullfrog Gold Corp. ,1448597
975,bfgx,"BANGFU TECHNOLOGY GROUP CO., LTD. ",1741257
976,bfin,BankFinancial CORP ,1303942
977,bfnh,"BIOFORCE NANOSCIENCES HOLDINGS, INC. ",1310488
978,bfra,Biofrontera AG ,1712641
979,bfre,"Bluefire Renewables, Inc. ",1370489
980,bfs,"SAUL CENTERS, INC. ",907254
981,bfs-pd,"SAUL CENTERS, INC. ",907254
982,bfs-pe,"SAUL CENTERS, INC. ",907254
983,bfst,"Business First Bancshares, Inc. ",1624322
984,bfyt,"Benefytt Technologies, Inc. ",1561387
985,bg,BUNGELTD ,1144519
986,bgc,GENERAL CABLE CORP /DE/ ,886035
987,bgcp,"BGC Partners, Inc. ",1094831
988,bgfv,BIG 5 SPORTING GOODS Corp ,1156388
989,bgg,BRIGGS & STRATTON CORP ,14195
990,bggsq,BRIGGS & STRATTON CORP ,14195
991,bgi,BIRKS GROUP INC. ,1179821
992,bgne,"BeiGene, Ltd. ",1651308
993,bgs,"B&G Foods, Inc. ",1278027
994,bgsf,"BG Staffing, Inc. ",1474903
995,bh,Biglari Holdings Inc. ,1726173
996,bh-a,Biglari Holdings Inc. ,1726173
997,bhat,Blue Hat Interactive Entertainment Technology ,1759136
998,bhb,BAR HARBOR BANKSHARES ,743367
999,bhbk,"Blue Hills Bancorp, Inc. ",1601545
1000,bhc,Bausch Health Companies Inc. ,885590
1001,bhcv,"Edge Data Solutions, Inc. ",1614826
1002,bhe,BENCHMARK ELECTRONICS INC ,863436
1003,bhf,"Brighthouse Financial, Inc. ",1685040
1004,bhfal,"Brighthouse Financial, Inc. ",1685040
1005,bhfao,"Brighthouse Financial, Inc. ",1685040
1006,bhfap,"Brighthouse Financial, Inc. ",1685040
1007,bhlb,BERKSHIRE HILLS BANCORP INC ,1108134
1008,bhor,"Behringer Harvard Opportunity REIT I, Inc. ",1308711
1009,bhp,BHP Group Ltd ,811809
1010,bhr,Braemar Hotels & Resorts Inc. ,1574085
1011,bhr-pb,Braemar Hotels & Resorts Inc. ,1574085
1012,bhr-pd,Braemar Hotels & Resorts Inc. ,1574085
1013,bhtg,"BIOHITECH GLOBAL, INC. ",1590383
1014,bhvn,Biohaven Pharmaceutical Holding Co Ltd. ,1689813
1015,bicx,BioCorRx Inc. ,1443863
1016,bidu,"Baidu, Inc. ",1329099
1017,biei,PREMIER BIOMEDICAL INC ,1515740
1018,big,BIG LOTS INC ,768835
1019,bigc,"BigCommerce Holdings, Inc. ",1626450
1020,biib,BIOGEN INC. ,875045
1021,biio,Bionovate Technologies Corp. ,1575420
1022,bili,Bilibili Inc. ,1723690
1023,bill,"Bill.com Holdings, Inc. ",1786352
1024,bimi,"BOQI International Medical, Inc. ",1213660
1025,bimt,BITMIS CORP. ,1678848
1026,bio,"BIO-RAD LABORATORIES, INC. ",12208
1027,bioa,BioAmber Inc. ,1534287
1028,bioc,BIOCEPT INC ,1044378
1029,biol,"BIOLASE, INC ",811240
1030,biox,Bioceres Crop Solutions Corp. ,1769484
1031,biox-wt,Bioceres Crop Solutions Corp. ,1769484
1032,bip,Brookfield Infrastructure Partners L.P. ,1406234
1033,bipc,Brookfield Infrastructure Corp ,1788348
1034,biqif,BIQI INTERNATIONAL HOLDINGS CORP ,1486299
1035,bisa,BALTIC INTERNATIONAL USA INC ,918545
1036,bita,BITAUTO HOLDINGS LTD ,1499781
1037,bitcf,FIRST BITCOIN CAPITAL CORP. ,1795749
1038,bivi,BIOVIE INC. ,1580149
1039,bixt,"BIOXYTRAN, INC ",1445815
1040,bj,"BJ's Wholesale Club Holdings, Inc. ",1531152
1041,bjcd,"Baja Custom Design, Inc. ",1737193
1042,bjri,BJs RESTAURANTS INC ,1013488
1043,bk,Bank of New York Mellon Corp ,1390777
1044,bkcc,BlackRock Capital Investment Corp ,1326003
1045,bkct,"DTS8 COFFEE COMPANY, LTD. ",1499361
1046,bkd,Brookdale Senior Living Inc. ,1332349
1047,bke,BUCKLE INC ,885245
1048,bkep,"Blueknight Energy Partners, L.P. ",1392091
1049,bkgm,BankGuam Holding Co ,1527383
1050,bkh,BLACK HILLS CORP /SD/ ,1130464
1051,bki,"Black Knight, Inc. ",1627014
1052,bkit,"BIOHEMP INTERNATIONAL, INC. ",1556416
1053,bkmu,BANK MUTUAL CORP ,1123270
1054,bkng,Booking Holdings Inc. ,1075531
1055,bk-pc,Bank of New York Mellon Corp ,1390777
1056,bkr,Baker Hughes Co ,1701605
1057,bksc,BANK OF SOUTH CAROLINA CORP ,1007273
1058,bksw,Baikang Biological Group Holdings Ltd ,1759528
1059,bkti,BK Technologies Corp ,2186
1060,bku,"BankUnited, Inc. ",1504008
1061,bkuh,"Bakhu Holdings, Corp. ",1440153
1062,bkyi,BIO KEY INTERNATIONAL INC ,1019034
1063,bl,"BLACKLINE, INC. ",1666134
1064,blab,"BIO LAB NATURALS, INC. ",1803977
1065,blbd,Blue Bird Corp ,1589526
1066,blbx,BLACKBOXSTOCKS INC. ,1567900
1067,blcm,"BELLICUM PHARMACEUTICALS, INC ",1358403
1068,blct,BlueCity Holdings Ltd ,1791278
1069,bld,TopBuild Corp ,1633931
1070,bldp,Ballard Power Systems Inc. ,1453015
1071,bldr,"Builders FirstSource, Inc. ",1316835
